fdc_id,description,category,ingredients,serving_description,serving_size_g,Ash (G),"Calcium, Ca (G)","Carbohydrate, by difference (G)","Copper, Cu (G)",Energy (Atwater General Factors) (KCAL),Energy (Atwater Specific Factors) (KCAL),"Fiber, total dietary (G)","Iron, Fe (G)","Magnesium, Mg (G)","Manganese, Mn (G)",Niacin (G),Nitrogen (G),"Phosphorus, P (G)","Potassium, K (G)",Protein (G),"Sodium, Na (G)",Thiamin (G),Total lipid (fat) (G),Vitamin B-6 (G),Water (G),"Zinc, Zn (G)"
746770,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 wedge,102.0000,0.6426,0.0092,8.3232,0.0001,38.7600,34.6800,0.8160,0.0004,0.0133,0.0000,0.0007,0.1326,0.0173,0.1601,0.8364,0.0306,0.0000,0.1836,0.0000,92.0040,0.0004
746770,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 wedge,69.0000,0.4347,0.0062,5.6304,0.0001,26.2200,23.4600,0.5520,0.0003,0.0090,0.0000,0.0005,0.0897,0.0117,0.1083,0.5658,0.0207,0.0000,0.1242,0.0000,62.2380,0.0003
746770,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],1.0 wedge,55.0000,0.3465,0.0050,4.4880,0.0000,20.9000,18.7000,0.4400,0.0002,0.0072,0.0000,0.0004,0.0715,0.0094,0.0864,0.4510,0.0165,0.0000,0.0990,0.0000,49.6100,0.0002
327198,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],10.0 pieces,138.0000,0.8694,0.0124,11.2608,0.0001,-1.0000,-1.0000,1.1040,0.0005,0.0179,0.0001,0.0010,0.1794,0.0235,0.2167,1.1316,0.0414,0.0001,0.2484,0.0001,124.4760,0.0006
746770,"Melons, cantaloupe, raw",Fruits and Fruit Juices,[],10.0 pieces,138.0000,0.8694,0.0124,11.2608,0.0001,52.4400,46.9200,1.1040,0.0005,0.0179,0.0001,0.0010,0.1794,0.0235,0.2167,1.1316,0.0414,0.0001,0.2484,0.0001,124.4760,0.0006
322228,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Dairy and Egg Products,[],1.0 cup,233.0000,1.8640,0.2936,12.0927,0.0000,-1.0000,-1.0000,-1.0000,0.0000,0.0280,0.0000,0.0003,1.2349,0.2400,0.3705,7.8754,0.0909,0.0001,2.2135,0.0001,209.0010,0.0010
746772,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Dairy and Egg Products,[],1.0 cup,246.0000,1.9680,0.3100,12.7428,0.0000,105.7800,105.7800,-1.0000,0.0000,0.0295,0.0000,0.0003,1.3038,0.2534,0.3911,8.3148,0.0959,0.0001,2.3370,0.0001,220.6620,0.0011
322228,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Dairy and Egg Products,[],1.0 fl oz,30.5000,0.2440,0.0384,1.5830,0.0000,-1.0000,-1.0000,-1.0000,0.0000,0.0037,0.0000,0.0000,0.1617,0.0314,0.0485,1.0309,0.0119,0.0000,0.2898,0.0000,27.3585,0.0001
322228,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Dairy and Egg Products,[],1.0 quart,976.0000,7.8080,1.2298,50.6544,0.0000,-1.0000,-1.0000,-1.0000,0.0000,0.1171,0.0000,0.0011,5.1728,1.0053,1.5518,32.9888,0.3806,0.0006,9.2720,0.0006,875.4720,0.0042
322559,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",Dairy and Egg Products,[],1.0 cup,229.0000,1.7633,0.3023,11.1981,0.0000,-1.0000,-1.0000,-1.0000,0.0000,0.0286,0.0000,0.0003,1.2366,0.2450,0.3824,7.8547,0.0939,0.0001,0.1832,0.0001,207.9320,0.0010
